CourseID,CourseName,Credits,Description
2344,Basic Discrete Mathematics,3,"[IAI Code: M1905] Beginning course on discrete mathematics, including sets and relations, functions, basic counting techniques, recurrence relations, graphs and trees, and matrix algebra; emphasis throughout is on algorithms and their efficacy. Credit is not given toward graduation for: Credit is not given for both MATH 213 and CS 173. Prerequisite: MATH 220 or MATH 221, or equivalent."
2345,Calculus,5,"[IAI Code: M1900-1 and MTH901] First course in calculus and analytic geometry; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Credit is not given toward graduation for: Credit is not given for both MATH 220 and either MATH 221 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of topics of MATH 115. Students with previous calculus experience should consider MATH 221."
2346,Introductory Matrix Theory,2,"Systems of linear equations, matrices and inverses, determinants, and a glimpse at vector spaces, eigenvalues and eigenvectors. Credit is not given for both MATH 225 and any of MATH 125, ASRM 406, or MATH 415. Prerequisite: MATH 220 or MATH 221; or equivalent."
2347,Linear Algebra for Data Science,3,"Linear algebra is the main mathematical subject underlying the basic techniques of data science. Provides a practical computer-based introduction to linear algebra, emphasizing its uses in analyzing data, such as linear regression, principal component analysis, and network analysis. Students will also explore some of the strengths and limitations of linear methods. Students will learn how to implement linear algebra methods on a computer, making it possible to apply these techniques to large data sets. Credit is not given for both Math 227 and any of Math 125, Math 225, Math 257, Math 415, or ASRM 406. Prerequisite: Assumes an introductory knowledge of Python, such as students acquire in STAT 107."
2348,Calculus II,3,"[IAI Code: M1900-2 and MTH902] Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221."
2349,Calculus for Business I,4,"[IAI Code: M1900-B] Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given toward graduation for: Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
2350,Calculus III,4,"[IAI Code: M1900-3 and MTH903] Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Credit is not given toward graduation for: Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231."
2351,Linear Algebra with Computational Applications,3,"Introductory course incorporating linear algebra concepts with computational tools, with real world applications to science, engineering and data science. Topics include linear equations, matrix operations, vector spaces, linear transformations, eigenvalues, eigenvectors, inner products and norms, orthogonality, linear regression, equilibrium, linear dynamical systems and the singular value decomposition. Credit is not given for both MATH 257 and any of MATH 125, MATH 225, MATH 227, MATH 415 or ASRM 406. Prerequisite: MATH 220 or MATH 221; CS 101 or equivalent programming experience."
2352,Intro Differential Equations,3,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241."
2353,Introduction to Higher Mathematics,4,"Skills and techniques necessary to identify valid mathematical proofs and to produce valid mathematical proofs. Students will also be exposed to beginning ideas in several advanced mathematical topics, including modular arithmetic, group theory, combinatorial reasoning, solving equations, epsilon-delta arguments, and limits. This course is particularly focused on students who have no prior proof-writing experience; students with prior proof-writing experience, or with less need for training in writing proofs, should consider MATH 347 instead. Credit is not given toward graduation for both MATH 314 and MATH 347. Prerequisite: MATH 241."
2354,Non Euclidean Geometry,3,"Historical development of geometry; includes tacit assumptions made by Euclid; the discovery of non-Euclidean geometries; geometry as a mathematical structure; and an axiomatic development of plane geometry. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 314 or MATH 347 or MATH 348, or equivalent; or consent of instructor."
2355,Euclidean Geometry,3,"Selected topics from geometry, including the nine-point circle, theorems of Cera and Menelaus, regular figures, isometries in the plane, ordered and affine geometries, and the inversive plane. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 314 or MATH 347, or equivalent; or consent of instructor."
2356,Graph Theory,3,"Examines basic concepts and applications of graph theory, where graph refers to a set of vertices and edges that join some pairs of vertices; topics include subgraphs, connectivity, trees, cycles, vertex and edge coloring, planar graphs and their colorings. Draws applications from computer science, operations research, chemistry, the social sciences, and other branches of mathematics, but emphasis is placed on theoretical aspects of graphs. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 314 or MATH 347 or equivalent experience or CS 374."
2357,Mathematical Logic,3,"Introduction to the formalization of mathematics and the study of axiomatic systems; expressive power of logical formulas; detailed treatment of propositional logical and predicate logic; compactness theorem and Godel completeness theorem, with applications to specific mathematical theories; algorithmic aspects of logical formulas. Proofs are emphasized in this course, which can serve as an introduction to abstract mathematics and rigorous proof; some ability to do mathematical reasoning required. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 314 or MATH 347 or equivalent experience."
2358,Applied Linear Algebra,3,"Introductory course emphasizing techniques of linear algebra with applications to engineering; topics include matrix operations, determinants, linear equations, vector spaces, linear transformations, eigenvalues, and eigenvectors, inner products and norms, orthogonality, equilibrium, and linear dynamical systems. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 415 and any of MATH 125, MATH 225, ASRM 406, or MATH 416. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or consent of instructor."
2359,Abstract Linear Algebra,3,"Rigorous proof-oriented course in linear algebra. Topics include determinants, vector spaces over fields, linear transformations, inner product spaces, eigenvectors and eigenvalues, Hermitian matrices, Jordan Normal Form. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 416 and either ASRM 406 or MATH 415. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 314 or MATH 347; or consent of instructor."
2360,Intro to Abstract Algebra,3,"Fundamental theorem of arithmetic, congruences. Permutations. Groups and subgroups, homomorphisms. Group actions with applications. Polynomials. Rings, subrings, and ideals. Integral domains and fields. Roots of polynomials. Maximal ideals, construction of fields. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: MATH 314 or MATH 347 or CS 374."
2361,Intro to Abstract Algebra II,3,"Rings of quotients of an integral domain. Euclidean domains, principal ideal domains. Unique factorization in polynomial rings. Fields extensions, ruler and compass constructions. Finite fields with applications. Modules. Structure theorem for finitely generated modules over principal ideal domains. Application to finitely generated abelian groups and canonical forms of matrices. Introduction to error-correcting codes. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 417 or consent of instructor."
2362,Honors Real Analysis,3,"A rigorous treatment of basic real analysis via metric spaces recommended for those who intend to pursue programs heavily dependent upon graduate level Mathematics. Metric space topics include continuity, compactness, completeness, connectedness and uniform convergence. Analysis topics include the theory of differentiation, Riemann-Darboux integration, sequences and series of functions, and interchange of limiting operations. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Credit is not given for both Math 424 and either Math 444 or Math 447. Approved for honors grading. Prerequisite: An honors section of MATH 347 or an honors section of MATH 416, and consent of the department."
2363,Honors Advanced Analysis,3,"A theoretical treatment of differential and integral calculus in higher dimensions. Topics include inverse and implicit function theorems, submanifolds, the theorems of Green, Gauss and Stokes, differential forms, and applications. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Approved for honors grading. Prerequisite: MATH 424 and either MATH 415 or MATH 416, and consent of the department."
2364,Set Theory and Topology,3,"Informal set theory, cardinal and ordinal numbers, and the axiom of choice; topology of metric spaces and introduction to general topological spaces. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 314 or MATH 347 or consent of instructor."
2365,Differential Equations,3,"Basic course in ordinary differential equations; topics include existence and uniqueness of solutions and the general theory of linear differential equations; treatment is more rigorous than that given in MATH 285. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 441 and any of MATH 284, MATH 285, MATH 286. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241; MATH 314 or MATH 347 is recommended."
2366,Intro Partial Diff Equations,3,"Introduces partial differential equations, emphasizing the wave, diffusion and potential (Laplace) equations. Focuses on understanding the physical meaning and mathematical properties of solutions of partial differential equations. Includes fundamental solutions and transform methods for problems on the line, as well as separation of variables using orthogonal series for problems in regions with boundary. Covers convergence of Fourier series in detail. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441."
2367,Elementary Real Analysis,3,"Careful treatment of the theoretical aspects of the calculus of functions of a real variable intended for those who do not plan to take graduate courses in Mathematics. Topics include the real number system, limits, continuity, derivatives, and the Riemann integral. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 444 and either Math 424 or MATH 447. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 314 or MATH 347, or equivalent."
2368,Applied Complex Variables,3,"For students who desire a working knowledge of complex variables; covers the standard topics and gives an introduction to integration by residues, the argument principle, conformal maps, and potential fields. Students desiring a systematic development of the foundations of the subject should take MATH 448. 3 or 4 undergraduate hours. 3 or 4 graduate hours.  Credit is not given for both MATH 446 and MATH 448. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241."
2369,Real Variables,3,"Careful development of elementary real analysis for those who intend to take graduate courses in Mathematics. Topics include completeness property of the real number system; basic topological properties of n-dimensional space; convergence of numerical sequences and series of functions; properties of continuous functions; and basic theorems concerning differentiation and Riemann integration. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 447 and either Math 424 or MATH 444. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241 or equivalent; junior standing; MATH 314 or MATH 347, or equivalent experience; or consent of instructor."
2370,Complex Variables,3,"For students who desire a rigorous introduction to the theory of functions of a complex variable; topics include Cauchy's theorem, the residue theorem, the maximum modulus theorem, Laurent series, the fundamental theorem of algebra, and the argument principle. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 448 and MATH 446. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 447."
2371,Number Theory,3,"Basic introduction to the theory of numbers. Core topics include divisibility, primes and factorization, congruences, arithmetic functions, quadratic residues and quadratic reciprocity, primitive roots and orders. Additional topics covered at the discretion of the instructor include sums of squares, Diophantine equations, continued fractions, Farey fractions, recurrences, and applications to primality testing and cryptopgraphy. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: MATH 314 or MATH 347."
2372,Probability Theory,3,"Introduction to mathematical probability; includes the calculus of probability, combinatorial analysis, random variables, expectation, distribution functions, moment-generating functions, and central limit theorem. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 461 and either STAT 408 or ECE 313. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent."
2373,Statistics and Probability I,4,Same as STAT 400. See STAT 400.
2374,Statistics and Probability II,3,Same as STAT 410. See STAT 410.
2375,Applied Random Processes,3,"Systematic discussion of discrete-time Markov chains, continuous-time Markov chains and discrete-time martingales. Topics include strong Markov properties, recurrence and transience, invariant distributions, convergence and ergodicity, time reversal, Q-matrices, holding time, forward and backward equations, martingales and potential theory, queuing networks, Markov decision processes, Markov Chain and Monte Carlo techniques. Unlike other campus stochastic processes courses, this course will emphasize the fundamental mathematical constructions underlying the theory of Markov chains, such as Laplace operators, martingales, and harmonic functions. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: MATH 241, MATH 416, and MATH 461. Priority registration will be given to students in the Mathematics + Data Science major."
2376,Vector and Tensor Analysis,3,"Introductory course in modern differential geometry focusing on examples, broadly aimed at students in mathematics, the sciences, and engineering. Emphasis on rigorously presented concepts, tools and ideas rather than on proofs. The topics covered include differentiable manifolds, tangent spaces and orientability; vector and tensor fields; differential forms; integration on manifolds and Generalized Stokes Theorem; Riemannian metrics, Riemannian connections and geodesics. Applications to configuration and phase spaces, Maxwell equations and relativity theory will be discussed. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: MATH 241 and one of MATH 257, MATH 415, or MATH 416."
2377,Linear Programming,3,"Rigorous introduction to a wide range of topics in optimization, including a thorough treatment of basic ideas of linear programming, with additional topics drawn from numerical considerations, linear complementarity, integer programming and networks, polyhedral methods. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ASRM 406, MATH 257, MATH 415, or MATH 416."
2378,Nonlinear Programming,3,"Iterative and analytical solutions of constrained and unconstrained problems of optimization; gradient and conjugate gradient solution methods; Newton's method, Lagrange multipliers, duality and the Kuhn-Tucker theorem; and quadratic, convex, and geometric programming. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: MATH 241 and one of MATH 257, MATH 415, or MATH 416."
2379,Dynamics &amp; Differential Eqns,3,"Studies mathematical theory of dynamical systems, emphasizing both discrete-time dynamics and nonlinear systems of differential equations. Topics include: chaos, fractals, attractors, bifurcations, with application to areas such as population biology, fluid dynamics and classical physics. Basic knowledge of matrix theory will be assumed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441."
2380,Undergraduate Research in Math,1,Work closely with department faculty on a well-defined research project. Topics and nature of assistance vary. Capstone paper or computational project required. 1 to 3 undergraduate hours. No graduate credit. Approved for Letter and S/U grading. May be repeated in separate terms up to 8 hours. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of the department head.
2381,Models in Mathematical Biology,3,Research-motivated subject material from Mathematical Biology with emphasis on modeling. 3 undergraduate hours. 4 graduate hours. Prerequisite: Math 220 or equivalent.
2382,Introduction Graduate Research,1,Seminar is required of all first-year graduate students in Mathematics. It provides a general introduction to the courses and research work in all of the areas of mathematics that are represented at the University of Illinois at Urbana-Champaign. 1 undergraduate hour. 1 graduate hour. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: Graduate standing or consent of instructor.
2383,Abstract Algebra I,4,"Isomorphism theorems for groups. Group actions. Composition series. Jordan-Holder theorem. Solvable and nilpotent groups. Field extensions. Algebraic and transcendental extensions. Algebraic closures. Fundamental theorem of Galois theory, and applications. Modules over commutative rings. Structure of finitely generated modules over a principal ideal domain. Applications to finite Abelian groups and matrix canonical forms. Prerequisite: MATH 417 and MATH 418."
2384,Intro Geometric Group Theory,4,"Free groups, groups given by generators and relations, van Kampen diagrams. Free product with amalgamations and HNN-extensions, Bass-Serre theory. Solvable and nilpotent groups. Quasi-isometries and geometric properties of groups. Prerequisite: MATH 500 or equivalent."
2385,Group Representation Theory,4,"Representation of groups by linear transformations, group algebras, character theory, and modular representations. Prerequisite: MATH 501 or equivalent."
2386,Intro to Algebraic Geometry,4,"An introduction to the study of algebraic sets defined by polynomial equations; affine and projective space and their subvarieties; rational and regular functions and mappings; divisors, linear systems, and projective embeddings; birational geometry, blowing up; Grassmannians and other special varieties. Prerequisite: MATH 500."
2387,Differentiable Manifolds II,4,"Vector bundles, principal bundles, connections, parallel transport, curvature, Chern-Weyl theory, Hodge-DeRham theory. Other topics may include Riemannian geometry, symplectic geometry, spin geometry, and harmonic maps. Prerequisite: MATH 518 or consent of instructor."
2388,Algebraic Topology I,4,"Introduction to the study of topological spaces by means of algebraic invariants. Topics include the fundamental group, covering spaces and their classification, simplicial and singular homology, applications such as the Brouwer fixed point theorem and the Jordan curve theorem. Prerequisite: MATH 417 and MATH 448 or consent of instructor."
2389,Algebraic Number Theory,4,"Further development of the theory of fields covering topics from valuation theory, ideal theory, units in algebraic number fields, ramification, function fields, and local class field theory. Prerequisite: MATH 500 or equivalent."
2390,Analytic Theory of Numbers II,4,"Development of themes from MATH 531 and further topics chosen from additive number theory, asymptotic properties of multiplicative functions, circle method, diophantine approximation, lattice point problems, metric theory, modular forms, sieve theory. May be repeated. Prerequisite: MATH 531."
2391,Real Analysis,4,Lebesgue measure on the real line; integration and differentiation of real valued functions of a real variable; and additional topics at discretion of instructor. Prerequisite: MATH 447 or equivalent.
2392,Functional Analysis,4,Fundamental results in functional analysis; spectral theory of compact operators; further topics chosen by the instructor. Prerequisite: MATH 540.
2393,Dynamical Systems I,4,"An introduction to the study of dynamical systems. Considers continuous and discrete dynamical systems at a sophisticated level: differential equations, flows and maps on Euclidean space and other manifolds. Emphasis will be placed on the fundamental theoretical concepts and the interaction between the geometry and topology of manifolds and global flows. Discrete dynamics includes Bernoulli shifts, elementary Anosov diffeomorphisms and surfaces of sections of flows. Bifurcation phenomena in both continuous and discrete dynamics will be studied. Prerequisite: MATH 489 or consent of instructor."
2394,Partial Differential Equations,4,"Basic introduction to the study of partial differential equations; topics include: the Cauchy problem, power-series methods, characteristics, classification, canonical forms, well-posed problems, Riemann's method for hyperbolic equations, the Goursat problem, the wave equation, Sturm-Liouville problems and separation of variables, Fourier series, the heat equation, integral transforms, Laplace's equation, harmonic functions, potential theory, the Dirichlet and Neumann problems, and Green's functions. Prerequisite: Consent of instructor."
2395,Theory of Probability I,4,"Mathematical foundations of probability and stochastic processes; probability measures, random variables, distribution functions, convergence theory, the Central Limit Theorem, conditional expectation, and martingale theory. Same as STAT 551. Prerequisite: MATH 540 or consent of instructor."
2396,Algebraic Combinatorics,4,"Prepares students for research in modern algebraic combinatorics by focusing on its three principal components: enumerative techniques, symmetric functions, and multivariate polynomials. Prerequisite: MATH 580 or consent of instructor."
2397,Advanced Topics in Mathematics,1,See Class Schedule for current topics. May be repeated in the same or separate semesters. Prerequisite: Consent of instructor.
2398,Special Projects,1,Individual projects selected by the student in consultation with a faculty member and approved by the executive officer of the program. Approved for letter and S/U grading. May be repeated in the same or subsequent terms to a maximum of 12 hours. Prerequisite: Completion of first year of Master of Business Administration program.
2399,Digital Marketing Analytics,4,"Introduces students to the science of web analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide the foundation needed to apply data analytics to real-world challenges marketers confront daily. Students will learn to identify the web analytic tool right for their specific needs; understand valid and reliable ways to collect, analyze, and visualize data from the web; and utilize data in decision making for agencies, organizations or clients. Credit is not given for both MBA 542 and BADM 590, Digital Marketing Analytics."
2400,Digital Media &amp; Marketing,4,"Aims to give students ample understanding of the critical role of digital media as the delivery channels of marketing communication and the impacts of digital revolution in marketing and the rise of marketing technology industry, through interaction with the instructor, the content, and other students in the course. Credit is not given for both MBA 543 and BADM 590, Digital Media & Marketing."
2401,Global Strategy,4,"This course seeks to understand how firms adapt to, react towards, and shape the global economy. Students should be able to evaluate markets and the best strategies firms should follow when operating globally. Credit is not given for both MBA 548 and BADM 590, Global Strategy."
2402,Strategic Innovation,4,"This course will cover the strategic perspective on innovation and the management side of innovation efforts – leadership and design of innovation initiatives such that employees are able to effectively execute them. It also covers how to successfully implement innovation efforts while working alongside established businesses at the same firm, the challenges of leading product development teams, the analysis of planning and evaluation systems for innovation initiatives, and how to manage innovation when the initiative spans organizational boundaries. Credit is not given for both MBA 551 and BADM 590, Strategic Innovation."
2403,Data Analytics Applications in Business,2,"Develops students' knowledge regarding the role, methods, and implications of business and data analytics in business. Application opportunities span multiple areas of business. Special topics may include marketing, finance, supply chain, and accounting. Topics covered may include forecasting using time series models, modern portfolio theory, measurement and scaling, A/B testing, ANOVA, and conjoint analysis. May be repeated in the same or separate semesters, if topics vary. Credit is not given for both MBA 564 and MBA 592."
2404,Introductory Microbiology,3,"[IAI Code: L1903] Introduction to the principal activities and properties of microorganisms, including bacteria, yeasts, molds, and viruses; consideration of the role of natural processes, such as photosynthesis; and man's use and control of microorganisms in the production of antibodies and vaccines in industrial fermentations, in sanitation and public health, and in agriculture. Credit is not given toward graduation for: Credit is not given for both MCB 100 and MCB 300. Prerequisite: There are no prerequisites for MCB 100, but some chemistry is recommended."
2405,Intro Microbiology Laboratory,2,"Laboratory introduction to the techniques employed in the investigation of microbial activities and properties; experiments designed to familiarize the student with the handling, identification, and characterization of microorganisms and their activities, particularly those of interest to man. Credit is not given for both MCB 101 and MCB 301. Prerequisite: Credit or concurrent registration in MCB 100."
2406,Molecular &amp; Cellular Basis of Life,4,"[IAI Code: L1910L and BIO910 with MCB 151] Introductory course focusing on the basic structure, metabolic, and molecular processes (including membranes, energy metabolism, genes) common to all cells. Emphasis on unique properties that differentiate the major sub-groups of organisms (Archaea, Bacteria, plants, and animals), and will discuss how cells are integrated into tissues and organs in multicellular organisms."
2407,Molec &amp; Cellular Laboratory,1,"[IAI Code: L1910L and BIO910 with MCB 150] Introductory laboratory course focusing on basic techniques in molecular and cellular biology. Credit is not given toward graduation for: Credit is not given for MCB 151 for students majoring in Molecular and Cellular Biology, or Integrative Biology; Credit is not given for both MCB 151 and MCB 251. Prerequisite: Concurrent enrollment in MCB 150."
2408,Human Anatomy &amp; Physiology II,3,"[IAI Code: BIO920C with MCB 247] Organ system biology with an emphasis on normal human anatomy and physiology, physiological processes and associated disease processes of the following systems: digestion, cardiovascular, respiratory, renal, and reproductive. Prerequisite: MCB 244 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent or consent of instructor."
2409,Human Anat &amp; Physiol Lab II,2,"[IAI Code: BIO920C with MCB 246] Laboratory exploration of normal human anatomy and physiology and relevant disease processes for the following systems: digestive, cardiovascular, respiratory, renal, and reproductive. Previously dissected human cadavers are an important part of the learning experience in this course, but students will not dissect human cadavers. Neither animal dissection or animal use are elements of this course. Prerequisite: MCB 245 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor."
2410,Molecular Genetics,3,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor."
2411,Exp Techniqs in Molecular Biol,2,"Laboratory course emphasizing a range of molecular biology questions, and the experimental approaches and methodologies needed to answer these questions. Lectures will accompany labs to explain theoretical background and experimental rationale. Credit is not given for both MCB 251 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 250 or consent of instructor."
2412,"Cells, Tissues &amp; Development",3,"Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Prerequisite: MCB 250 or equivalent with consent of instructor."
2413,Exp Techniqs in Cellular Biol,2,"Laboratory course emphasizing experimental techniques in cellular biology, cellular physiology, and developmental biology. Credit is not given for both MCB 253 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 252 or consent of instructor."
2414,Experiential Learning in MCB,1,"Supervised experiential learning activity related to the major of or career development within Molecular and Cellular Biology. Requires an Experiential Learning Proposal prior to the term, a minimum time commitment of 75 documented hours per credit hour within the term, regular documentation and reflection within the term, and a final culminating project at the end of the term. Approved for S/U grading only. Prerequisite: Restricted to declared undergraduates in any School of MCB major."
2415,MCB Honors Discussion,1,"Honors discussion section associated with MCB 250, MCB 252, and MCB 354. Concurrent enrollment in the appropriate lecture course is required. May be repeated in separate terms to a maximum of 3 hours."
2416,MCB Honors Lab Discussion,1,Discussion section associated with the Honors lab sections of MCB 251 and MCB 253. Concurrent enrollment in the appropriate Honors lab section is required. May be repeated in separate terms to a maximum of 2 hours.
2417,MCB Merit Program Discussion,1,"Provides the extra earned credit hours for students enrolled in the Merit Program in MCB 250, MCB 252, or MCB 354. Approved for letter and S/U grading. May be repeated up to 6 hours in a semester, to a maximum of 10 total hours. Prerequisite: Consent of instructor."
2418,Microbiology,3,"Emphasizes fundamental concepts of microbiology, including nutrition, physiology, genetics, molecular biology, ecology and evolution of microorganisms, and their role in nature, human health and disease. Credit is not given for both MCB 300 and MCB 100. Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor."
2419,Experimental Microbiology,3,"Laboratory emphasizing the fundamentals of microbiology. Topics include growth, isolation, and identification of bacteria; restriction endonuclease analysis of DNA, genetic cloning, and gene transfer. Computer methods are used for the identification of microorganisms and for the analysis of recombinant DNA molecules. Prerequisite: MCB 250 and 251 and credit or concurrent registration in MCB 300, or consent of instructor."
2420,Genetics and Genomics,4,"Study of genetics as a discipline, genetic analysis as a tool to understand biology and the role of genome sciences in biology. Credit is not given for both MCB 317 and MCB 316. Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor."
2421,Biochem &amp; Phys Basis of Life,3,"Introduction to biochemistry and structural biology emphasizing the physical and chemical properties of macromolecules. Credit is not given for both MCB 354 and MCB 450. Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor."
2422,Eukaryotic Cell Biology Laboratory,2,"Laboratory course emphasizing biochemical, immunological and molecular biological techniques used to probe the molecules and processes of eukaryotic cells. Special emphasis will be given to the cell cycle, intracellular trafficking, and cellular differentiation. Students will also learn proper data handling and reporting techniques. Prerequisite: MCB 252 and MCB 253 or consent of instructor. Priority is given to undergraduate MCB and Biochemistry majors."
2423,Sys &amp; Integrative Physiology,3,"Examines human systems physiology. Topics to be covered include the nervous and endocrine systems, muscle physiology, cardiac physiology, respiratory physiology, blood and immune homeostasis, renal physiology, and gastrointestinal physiology and energy homeostasis. Special emphasis is on homeostatic control and integration of body systems in both health and disease. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor."
2424,Neurobiology of the Senses,3,"Presents the major functions of the sensory systems and the mechanisms of sensation and perception at the molecular, cellular, and systems levels. In addition, it considers the physiological basis of sensory system development, plasticity, and disease based upon human clinical data and research in animal models. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 314, or equivalent, or consent of instructor."
2425,Phage Discovery,3,"Research-based lab course that isolates new bacterial viruses (phages) and characterizes their phenotypic and genotypic features, with an overarching class goal to build a collection of diverse phages that are suitable for therapeutic and other applications. Includes lectures and discussions on current scientific literature and experiments using modern microbiology, microscopy, molecular, and genomics techniques. The course exposes students to the full spectrum of activities entailed in conducting authentic scientific research. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 251 or 253, or equivalent, or consent of instructor."
2426,Microbial Biochemistry,3,"Examines the biochemical ecology of diverse microbial groups with emphasis on anaerobic systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250 and MCB 354 or MCB 450, or consent of instructor."
2427,Molecular Microbiology,3,"Modern contributions to the science of microbiology; emphasizes the structure, function, and synthesis of informational macromolecules and on the role microorganisms have played in molecular biology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and credit or concurrent registration in MCB 354, or consent of instructor."
2428,Virology &amp; Viral Pathogenesis,3,Same as PATH 433. See PATH 433.
2429,Introductory Biochemistry,3,"Chemistry and metabolism of carbohydrates, lipids, proteins, nucleic acids, vitamins, and coenzymes and their relation to the regulation and processes of organisms, cells, and subcellular components. 3 undergraduate hours. 3 graduate hours. Credit is not given for both MCB 450 and MCB 354. Prerequisite: CHEM 232 or CHEM 236, or equivalent, or consent of instructor. Not intended for students in the MCB or biochemistry curricula."
